,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
11583,Medium_sat,Very_high_grade,4_NP,"[140,161]_H",10_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
11584,Medium_sat,High_grade,4_NP,"[226,247]_H",4_T,1_ACC,0_L,0_PR,management_SALES,0_SALARY
11585,Very_high_sat,High_grade,2_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
11586,Medium_sat,Medium_grade,3_NP,"[140,161]_H",5_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
11587,Very_low_sat,Low_grade,3_NP,"[226,247]_H",2_T,1_ACC,0_L,0_PR,marketing_SALES,0_SALARY
11588,High_sat,Very_high_grade,4_NP,"[162,182]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11589,High_sat,High_grade,3_NP,"[119,140]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11590,Very_high_sat,Medium_grade,5_NP,"[162,182]_H",7_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
11591,Medium_sat,Medium_grade,3_NP,"[183,225]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11592,Very_high_sat,High_grade,3_NP,"[226,247]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11593,Medium_sat,High_grade,4_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11594,Very_high_sat,Medium_grade,3_NP,"[270,289]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11595,Very_low_sat,Medium_grade,5_NP,"[183,225]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11596,Medium_sat,Medium_grade,4_NP,"[183,225]_H",7_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
11597,Very_high_sat,Very_high_grade,5_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
11598,High_sat,High_grade,3_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
11599,Medium_sat,High_grade,2_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
11600,Very_high_sat,High_grade,4_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
11601,Medium_sat,High_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,IT_SALES,2_SALARY
11602,Medium_sat,Low_grade,2_NP,"[162,182]_H",2_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11603,High_sat,High_grade,5_NP,"[183,225]_H",6_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11604,Medium_sat,Low_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11605,Very_high_sat,Very_high_grade,3_NP,"[162,182]_H",8_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11606,Medium_sat,Low_grade,3_NP,"[80,118]_H",8_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11607,High_sat,High_grade,3_NP,"[183,225]_H",8_T,1_ACC,0_L,0_PR,management_SALES,2_SALARY
11608,Very_low_sat,High_grade,3_NP,"[248,269]_H",8_T,1_ACC,0_L,0_PR,marketing_SALES,2_SALARY
11609,Very_high_sat,Medium_grade,3_NP,"[140,161]_H",8_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11610,Very_high_sat,High_grade,4_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,accounting_SALES,0_SALARY
11611,Medium_sat,Medium_grade,2_NP,"[80,118]_H",10_T,1_ACC,0_L,0_PR,support_SALES,0_SALARY
11612,Medium_sat,Very_high_grade,3_NP,"[183,225]_H",10_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
11613,Medium_sat,High_grade,3_NP,"[248,269]_H",10_T,1_ACC,0_L,0_PR,management_SALES,0_SALARY
11614,Very_low_sat,High_grade,5_NP,"[270,289]_H",8_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
11615,Very_high_sat,High_grade,4_NP,"[183,225]_H",8_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
11616,Medium_sat,Low_grade,3_NP,"[140,161]_H",8_T,1_ACC,0_L,0_PR,marketing_SALES,0_SALARY
11617,High_sat,High_grade,4_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11618,Medium_sat,Very_high_grade,4_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11619,Medium_sat,Very_high_grade,4_NP,"[183,225]_H",10_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11620,Medium_sat,Medium_grade,3_NP,"[183,225]_H",10_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11621,Very_high_sat,Medium_grade,5_NP,"[226,247]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11622,High_sat,High_grade,5_NP,"[183,225]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11623,High_sat,Very_high_grade,5_NP,"[183,225]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11624,High_sat,Low_grade,5_NP,"[248,269]_H",7_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
11625,High_sat,Very_high_grade,3_NP,"[248,269]_H",3_T,1_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
11626,Low_sat,Low_grade,3_NP,"[140,161]_H",10_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
11627,Very_high_sat,Medium_grade,4_NP,"[226,247]_H",10_T,1_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
11628,Medium_sat,High_grade,4_NP,"[248,269]_H",10_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
11629,High_sat,Medium_grade,3_NP,"[270,289]_H",10_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
11630,High_sat,High_grade,4_NP,"[162,182]_H",10_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11631,Medium_sat,High_grade,4_NP,"[248,269]_H",10_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11632,High_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11633,High_sat,High_grade,4_NP,"[248,269]_H",10_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11634,High_sat,High_grade,3_NP,"[183,225]_H",10_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11635,Medium_sat,High_grade,4_NP,"[226,247]_H",10_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11636,Medium_sat,High_grade,6_NP,"[183,225]_H",10_T,0_ACC,0_L,0_PR,marketing_SALES,1_SALARY
11637,Very_high_sat,Medium_grade,5_NP,"[226,247]_H",10_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11638,Very_high_sat,Medium_grade,4_NP,"[119,140]_H",10_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
11639,High_sat,High_grade,3_NP,"[248,269]_H",4_T,1_ACC,0_L,0_PR,support_SALES,1_SALARY
11640,Medium_sat,Medium_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,2_SALARY
11641,Very_low_sat,High_grade,4_NP,"[140,161]_H",5_T,0_ACC,0_L,0_PR,management_SALES,0_SALARY
11642,High_sat,Medium_grade,3_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,marketing_SALES,1_SALARY
11643,Very_low_sat,High_grade,5_NP,"[162,182]_H",7_T,0_ACC,0_L,0_PR,marketing_SALES,1_SALARY
11644,Very_high_sat,High_grade,3_NP,"[140,161]_H",7_T,0_ACC,0_L,0_PR,marketing_SALES,1_SALARY
11645,High_sat,High_grade,3_NP,"[162,182]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11646,Very_high_sat,Medium_grade,3_NP,"[183,225]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11647,Low_sat,Medium_grade,4_NP,"[80,118]_H",7_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
11648,Very_low_sat,High_grade,6_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11649,Very_high_sat,High_grade,3_NP,"[183,225]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11650,Very_high_sat,Low_grade,5_NP,"[183,225]_H",7_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
11651,Medium_sat,High_grade,5_NP,"[226,247]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11652,High_sat,High_grade,5_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11653,Medium_sat,High_grade,5_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,IT_SALES,0_SALARY
11654,Very_high_sat,High_grade,5_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,0_SALARY
11655,Medium_sat,High_grade,5_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,0_SALARY
11656,High_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,0_SALARY
11657,High_sat,Medium_grade,3_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,product_mng_SALES,0_SALARY
11658,High_sat,High_grade,4_NP,"[140,161]_H",6_T,0_ACC,0_L,0_PR,IT_SALES,0_SALARY
11659,Very_low_sat,High_grade,5_NP,"[270,289]_H",3_T,1_ACC,0_L,0_PR,RandD_SALES,2_SALARY
11660,Medium_sat,High_grade,5_NP,"[183,225]_H",8_T,1_ACC,0_L,0_PR,RandD_SALES,0_SALARY
11661,Medium_sat,High_grade,6_NP,"[119,140]_H",8_T,0_ACC,0_L,0_PR,RandD_SALES,2_SALARY
11662,High_sat,High_grade,3_NP,"[162,182]_H",8_T,0_ACC,0_L,0_PR,RandD_SALES,2_SALARY
11663,Medium_sat,Medium_grade,5_NP,"[183,225]_H",8_T,1_ACC,0_L,0_PR,RandD_SALES,0_SALARY
11664,Very_high_sat,Medium_grade,3_NP,"[248,269]_H",8_T,0_ACC,0_L,0_PR,RandD_SALES,0_SALARY
11665,Very_high_sat,High_grade,4_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,2_SALARY
11666,Very_high_sat,Very_high_grade,4_NP,"[248,269]_H",10_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
11667,Medium_sat,High_grade,3_NP,"[183,225]_H",10_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
11668,Medium_sat,High_grade,3_NP,"[140,161]_H",10_T,1_ACC,0_L,0_PR,support_SALES,2_SALARY
11669,High_sat,Low_grade,5_NP,"[80,118]_H",8_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
11670,Medium_sat,Very_high_grade,4_NP,"[140,161]_H",8_T,0_ACC,0_L,0_PR,management_SALES,1_SALARY
11671,High_sat,Very_high_grade,5_NP,"[119,140]_H",8_T,0_ACC,0_L,0_PR,marketing_SALES,1_SALARY
11672,Medium_sat,High_grade,3_NP,"[226,247]_H",4_T,0_ACC,0_L,0_PR,marketing_SALES,1_SALARY
11673,Very_high_sat,Medium_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,2_SALARY
11674,Very_high_sat,High_grade,5_NP,"[183,225]_H",10_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
11675,Very_low_sat,Medium_grade,6_NP,"[140,161]_H",10_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
11676,Very_high_sat,High_grade,4_NP,"[119,140]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11677,Medium_sat,Low_grade,3_NP,"[140,161]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
11678,Low_sat,Low_grade,6_NP,"[162,182]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11679,High_sat,High_grade,3_NP,"[183,225]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
11680,Medium_sat,High_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11681,Very_high_sat,Very_high_grade,4_NP,"[183,225]_H",10_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11682,Medium_sat,High_grade,5_NP,"[119,140]_H",10_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
11683,Very_high_sat,Medium_grade,3_NP,"[140,161]_H",10_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
11684,High_sat,High_grade,3_NP,"[140,161]_H",10_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
11685,Medium_sat,Low_grade,4_NP,"[140,161]_H",10_T,1_ACC,0_L,0_PR,support_SALES,0_SALARY
11686,Low_sat,Low_grade,3_NP,"[162,182]_H",10_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
11687,High_sat,High_grade,4_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
11688,Very_high_sat,Very_high_grade,4_NP,"[140,161]_H",4_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
11689,Medium_sat,High_grade,4_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
11690,Very_high_sat,Low_grade,4_NP,"[183,225]_H",3_T,1_ACC,0_L,0_PR,support_SALES,0_SALARY
11691,Very_low_sat,Medium_grade,3_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
11692,High_sat,High_grade,4_NP,"[162,182]_H",4_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
11693,Very_low_sat,Medium_grade,3_NP,"[162,182]_H",5_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
11694,Very_low_sat,Very_high_grade,5_NP,"[119,140]_H",5_T,1_ACC,0_L,0_PR,technical_SALES,0_SALARY
11695,Very_high_sat,High_grade,3_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,2_SALARY
11696,High_sat,Very_high_grade,3_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
11697,High_sat,Medium_grade,5_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,management_SALES,0_SALARY
11698,Medium_sat,High_grade,3_NP,"[226,247]_H",4_T,0_ACC,0_L,0_PR,IT_SALES,0_SALARY
11699,Medium_sat,High_grade,5_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,IT_SALES,0_SALARY
11700,High_sat,High_grade,3_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,IT_SALES,2_SALARY
11701,Medium_sat,High_grade,3_NP,"[162,182]_H",3_T,1_ACC,0_L,0_PR,IT_SALES,0_SALARY
11702,Very_high_sat,Very_high_grade,3_NP,"[162,182]_H",2_T,0_ACC,0_L,0_PR,IT_SALES,0_SALARY
11703,Medium_sat,Medium_grade,3_NP,"[183,225]_H",2_T,1_ACC,0_L,0_PR,product_mng_SALES,0_SALARY
11704,Very_high_sat,High_grade,4_NP,"[183,225]_H",3_T,1_ACC,0_L,0_PR,product_mng_SALES,2_SALARY
11705,Very_low_sat,Medium_grade,5_NP,"[270,289]_H",5_T,0_ACC,0_L,0_PR,product_mng_SALES,0_SALARY
11706,Medium_sat,Low_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
11707,Medium_sat,High_grade,4_NP,"[119,140]_H",2_T,0_ACC,0_L,0_PR,IT_SALES,2_SALARY
11708,Medium_sat,High_grade,6_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11709,High_sat,High_grade,5_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11710,High_sat,Very_high_grade,2_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11711,Very_high_sat,Very_high_grade,3_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11712,High_sat,High_grade,5_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11713,Medium_sat,Very_high_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11714,Medium_sat,High_grade,3_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11715,Very_low_sat,High_grade,3_NP,"[119,140]_H",5_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11716,High_sat,Medium_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11717,Medium_sat,Medium_grade,4_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11718,Medium_sat,High_grade,4_NP,"[162,182]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,2_SALARY
11719,Medium_sat,Low_grade,3_NP,"[162,182]_H",2_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
11720,Low_sat,Medium_grade,3_NP,"[140,161]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
11721,Very_high_sat,High_grade,4_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11722,Very_low_sat,Very_high_grade,6_NP,"[80,118]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11723,Medium_sat,High_grade,3_NP,"[140,161]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11724,High_sat,Low_grade,3_NP,"[183,225]_H",7_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11725,Very_low_sat,Medium_grade,6_NP,"[270,289]_H",7_T,0_ACC,0_L,1_PR,sales_SALES,1_SALARY
11726,Medium_sat,High_grade,5_NP,"[226,247]_H",7_T,0_ACC,0_L,1_PR,sales_SALES,1_SALARY
11727,Very_high_sat,High_grade,4_NP,"[183,225]_H",3_T,1_ACC,0_L,1_PR,sales_SALES,1_SALARY
11728,Very_high_sat,High_grade,4_NP,"[248,269]_H",7_T,0_ACC,0_L,1_PR,sales_SALES,1_SALARY
11729,Very_high_sat,High_grade,5_NP,"[226,247]_H",7_T,0_ACC,0_L,1_PR,sales_SALES,2_SALARY
11730,Very_high_sat,Medium_grade,3_NP,"[183,225]_H",7_T,0_ACC,0_L,1_PR,sales_SALES,0_SALARY
11731,High_sat,High_grade,4_NP,"[119,140]_H",3_T,0_ACC,0_L,1_PR,sales_SALES,0_SALARY
11732,Very_low_sat,Very_high_grade,6_NP,"[140,161]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
11733,High_sat,High_grade,5_NP,"[140,161]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,2_SALARY
11734,Medium_sat,Medium_grade,4_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11735,Very_high_sat,High_grade,5_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11736,Very_low_sat,High_grade,5_NP,"[270,289]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11737,High_sat,High_grade,3_NP,"[183,225]_H",6_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
11738,Medium_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11739,Very_high_sat,Medium_grade,3_NP,"[226,247]_H",8_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11740,Very_high_sat,Medium_grade,5_NP,"[183,225]_H",8_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
11741,High_sat,Medium_grade,5_NP,"[183,225]_H",8_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
11742,Very_high_sat,Medium_grade,4_NP,"[140,161]_H",8_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11743,High_sat,High_grade,5_NP,"[226,247]_H",8_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11744,Medium_sat,High_grade,4_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11745,Low_sat,High_grade,4_NP,"[80,118]_H",10_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11746,High_sat,Low_grade,3_NP,"[226,247]_H",10_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11747,Medium_sat,High_grade,3_NP,"[183,225]_H",10_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11748,Very_high_sat,Medium_grade,4_NP,"[183,225]_H",8_T,1_ACC,0_L,0_PR,IT_SALES,1_SALARY
11749,Medium_sat,High_grade,4_NP,"[226,247]_H",8_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
11750,Low_sat,Low_grade,3_NP,"[80,118]_H",8_T,1_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
11751,Very_high_sat,Very_high_grade,4_NP,"[248,269]_H",4_T,1_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
11752,High_sat,Medium_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
11753,Medium_sat,High_grade,3_NP,"[140,161]_H",10_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
11754,Medium_sat,High_grade,5_NP,"[226,247]_H",10_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11755,Very_high_sat,Medium_grade,4_NP,"[183,225]_H",7_T,0_ACC,0_L,1_PR,management_SALES,2_SALARY
11756,Medium_sat,Low_grade,2_NP,"[140,161]_H",7_T,1_ACC,0_L,1_PR,management_SALES,2_SALARY
11757,High_sat,High_grade,3_NP,"[248,269]_H",7_T,1_ACC,0_L,1_PR,management_SALES,2_SALARY
11758,Medium_sat,High_grade,4_NP,"[183,225]_H",7_T,0_ACC,0_L,1_PR,management_SALES,2_SALARY
11759,High_sat,Very_high_grade,3_NP,"[162,182]_H",3_T,1_ACC,0_L,1_PR,management_SALES,2_SALARY
11760,Low_sat,Low_grade,4_NP,"[80,118]_H",10_T,0_ACC,0_L,1_PR,marketing_SALES,1_SALARY
11761,Very_high_sat,High_grade,4_NP,"[270,289]_H",10_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11762,Very_high_sat,Very_high_grade,4_NP,"[270,289]_H",10_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
11763,Medium_sat,Very_high_grade,3_NP,"[119,140]_H",10_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
11764,High_sat,Medium_grade,3_NP,"[226,247]_H",10_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
11765,Very_high_sat,Medium_grade,4_NP,"[183,225]_H",10_T,1_ACC,0_L,0_PR,management_SALES,0_SALARY
11766,High_sat,High_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
11767,Very_high_sat,Medium_grade,5_NP,"[183,225]_H",3_T,1_ACC,0_L,0_PR,marketing_SALES,0_SALARY
11768,High_sat,High_grade,4_NP,"[226,247]_H",2_T,1_ACC,0_L,0_PR,marketing_SALES,0_SALARY
11769,High_sat,High_grade,4_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11770,Very_high_sat,Medium_grade,3_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11771,Medium_sat,Low_grade,5_NP,"[119,140]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11772,Very_high_sat,Low_grade,4_NP,"[162,182]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11773,Very_high_sat,Low_grade,5_NP,"[270,289]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11774,Medium_sat,Medium_grade,3_NP,"[248,269]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11775,High_sat,High_grade,4_NP,"[270,289]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11776,High_sat,Medium_grade,3_NP,"[162,182]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
11777,Low_sat,High_grade,3_NP,"[80,118]_H",4_T,0_ACC,0_L,0_PR,IT_SALES,0_SALARY
11778,Medium_sat,High_grade,4_NP,"[183,225]_H",5_T,0_ACC,0_L,0_PR,product_mng_SALES,0_SALARY
11779,High_sat,Medium_grade,4_NP,"[162,182]_H",2_T,0_ACC,0_L,0_PR,product_mng_SALES,0_SALARY
11780,Very_high_sat,High_grade,4_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,0_SALARY
11781,Medium_sat,High_grade,2_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,0_SALARY
11782,Very_high_sat,High_grade,4_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,IT_SALES,0_SALARY
11783,High_sat,High_grade,5_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11784,High_sat,High_grade,3_NP,"[183,225]_H",3_T,1_ACC,0_L,0_PR,management_SALES,2_SALARY
11785,Medium_sat,Very_high_grade,4_NP,"[162,182]_H",4_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11786,Very_high_sat,High_grade,5_NP,"[119,140]_H",2_T,1_ACC,0_L,0_PR,management_SALES,2_SALARY
11787,Medium_sat,Very_high_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,management_SALES,2_SALARY
11788,Very_high_sat,Medium_grade,2_NP,"[226,247]_H",5_T,1_ACC,0_L,0_PR,management_SALES,2_SALARY
11789,High_sat,Very_high_grade,4_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,1_SALARY
11790,Very_high_sat,Medium_grade,4_NP,"[162,182]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11791,Very_high_sat,Very_high_grade,3_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
11792,Medium_sat,High_grade,3_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
11793,High_sat,High_grade,3_NP,"[140,161]_H",3_T,1_ACC,0_L,0_PR,technical_SALES,1_SALARY
11794,Medium_sat,High_grade,4_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,management_SALES,1_SALARY
11795,Very_high_sat,Medium_grade,4_NP,"[248,269]_H",3_T,1_ACC,0_L,1_PR,marketing_SALES,1_SALARY
11796,Medium_sat,Medium_grade,3_NP,"[226,247]_H",2_T,0_ACC,0_L,1_PR,marketing_SALES,2_SALARY
11797,Very_high_sat,Very_high_grade,4_NP,"[183,225]_H",2_T,0_ACC,0_L,1_PR,marketing_SALES,0_SALARY
11798,Medium_sat,Low_grade,3_NP,"[140,161]_H",4_T,0_ACC,0_L,1_PR,sales_SALES,1_SALARY
11799,High_sat,High_grade,4_NP,"[248,269]_H",3_T,0_ACC,0_L,1_PR,sales_SALES,1_SALARY
11800,High_sat,Very_high_grade,2_NP,"[226,247]_H",2_T,1_ACC,0_L,1_PR,sales_SALES,1_SALARY
11801,Very_high_sat,Medium_grade,3_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
11802,Very_high_sat,High_grade,4_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
11803,Medium_sat,Medium_grade,4_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
